Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0,0,0,0,0
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,0,0,0
Cash Taxes Paid,-487.64,-514.68,-554.86,-598.75,-522.98
Changes in Working Capital,-1664.15,-1816.20,-2084.85,-2305.47,-2067.95
Cash from Operating Activities,417.77,-3.97,350.14,495.49,671.42
Capital Expenditures,-118.17,-114.42,-175.81,-205.61,-189.16
"Other Investing Cash Flow Items, Total",204.73,311.82,557.76,104.82,262.93
Cash from Investing Activities,86.56,197.40,381.95,-100.79,73.77
Total Cash Dividends Paid,-205.52,-127.46,-164.75,-173.35,-232.61
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-339.41,-161.36,-252.14,-370.36,-237.26
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,164.92,32.08,479.95,24.34,507.93
