Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,6242.57,5689.24,6358.62,6993.88,6603.65
Total Revenue,6242.57,5689.24,6358.62,6993.88,6603.65
"Selling/General/Admin. Expenses, Total",1633.15,1741.34,2001.86,2193.05,1829.65
Depreciation/Amortisation,52.86,56.99,59.11,73.75,63.26
Unusual Expense (Income),-18.50,-37.34,-5.41,-29.94,-7.54
"Other Operating Expenses, Total",-35.07,-25.44,-5.78,-8.51,-39.58
Total Operating Expense,5805.59,5164.89,5717.07,6234.86,5818.48
Operating Income,436.99,524.35,641.55,759.02,785.18
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",29.44,6.65,0.71,-15.10,-16.20
Net Income Before Taxes,466.43,531.00,640.63,743.15,768.06
Provision for Income Taxes,57.64,57.74,72.84,107.79,88.40
Net Income After Taxes,408.79,473.26,567.79,635.36,679.66
Net Income Before Extra. Items,423.60,476.08,561.68,625.57,661.70
Net Income,423.60,476.08,561.68,625.57,661.70
Income Available to Com Excl ExtraOrd,423.60,476.08,561.68,625.57,661.70
Income Available to Com Incl ExtraOrd,423.60,476.08,561.68,625.57,661.70
Diluted Net Income,423.60,476.08,561.68,625.57,661.70
Diluted Weighted Average Shares,768.87,768.87,769.42,768.87,768.87
Diluted EPS Excluding ExtraOrd Items,0.55,0.62,0.73,0.81,0.86
DPS - Common Stock Primary Issue,0.25,0.20,0.22,0.30,0.30
Diluted Normalised EPS,0.53,0.58,0.73,0.78,0.85
