Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0.13,0.25,0.07,0.03,0.05
Short Term Investments,0.66,0,53.31,43.52,0
Cash and Short Term Investments,1164.57,975.11,1508.37,1522.93,1987.33
"Accounts Receivable - Trade, Net",1193.55,1249.44,1319.87,1373.02,1512.81
"Total Receivables, Net",1495.78,1541.13,1728.51,1808.59,2007.43
Prepaid Expenses,141.30,160.53,139.30,120.01,49.41
"Other Current Assets, Total",223.09,179.30,75.48,88.67,71.72
Total Current Assets,3953.83,3960.55,4780.04,5134.75,5603.60
"Property/Plant/Equipment, Total - Gross",2008.59,2119.11,2282.50,2543.03,2682.68
"Accumulated Depreciation, Total",-1004.84,-1031.21,-1066.30,-1130.22,-1205.05
"Property/Plant/Equipment, Total - Net",1003.74,1087.90,1216.20,1412.82,1477.62
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",180.66,179.33,174.86,175.57,204.02
Long Term Investments,1203.07,1278.81,796.59,929.46,825.36
Total Assets,6443.78,6621.80,7109.90,7843.18,8283.39
Accounts Payable,0,538.05,588.23,660.90,666.34
Accrued Expenses,120.47,125.38,164.88,191.32,160.92
Notes Payable/Short Term Debt,873.44,379.99,264.38,5.75,235.91
"Other Current liabilities, Total",428.18,818.05,896.57,1298.28,1099.68
Total Current Liabilities,1968.52,1861.46,1914.98,2157.21,2163.85
Total Long Term Debt,0.00,0.00,3.68,32.71,31.71
Total Debt,873.44,379.99,268.98,39.42,268.62
Deferred Income Tax,7.29,6.98,5.91,8.94,3.80
"Other Liabilities, Total",122.58,127.87,130.93,121.11,134.13
Total Liabilities,2261.06,2145.05,2182.91,2455.00,2474.98
"Common Stock, Total",768.87,768.87,768.87,772.80,773.64
Retained Earnings (Accumulated Deficit),1983.68,2344.43,2752.34,3208.75,3681.08
Treasury Stock - Common,0,0,0,-28.30,-34.78
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",52.63,48.21,81.92,86.18,23.19
Total Equity,4182.73,4476.76,4926.99,5388.17,5808.41
Total Liabilities & Shareholders' Equity,6443.78,6621.80,7109.90,7843.18,8283.39
Total Common Shares Outstanding,768.87,768.87,768.87,768.87,768.87
"Tangible Book Value per Share, Common Eq",5.21,5.59,6.18,6.78,7.29
